城市,日期,最高温度,最低温度,白天天气状况,晚间天气状况,风向,风力,风速(公里/小时),相对湿度,降水量,紫外线强度指数,能见度(公里)
滁州,2020-01-05,11,5,小雨,小雨,东风,3-4,14,99,0.0,1,4
滁州,2020-01-06,12,6,小雨,小雨,西南风,3-4,24,98,0.0,1,4
滁州,2020-01-07,13,0,小雨,多云,北风,4-5,28,83,1.0,1,24
滁州,2020-01-08,6,1,多云,阴,北风,3-4,16,79,0.0,3,25
滁州,2020-01-09,5,3,阴,小雨,东风,3-4,15,84,0.0,3,25
滁州,2020-01-10,6,4,小雨,中雨,东北风,3-4,15,96,5.1,1,20
淮北,2020-01-04,11,1,多云,小雨,东北风,1-2,10,84,0.0,1,9
淮北,2020-01-05,7,3,小雨,小雨,东风,3-4,23,96,1.0,1,14
淮北,2020-01-06,7,3,中雨,中雨,北风,1-2,8,94,0.0,1,6
淮北,2020-01-07,6,-2,小雪,多云,东北风,3-4,22,82,18.9,1,24
淮北,2020-01-08,5,-1,多云,阴,北风,1-2,7,81,0.0,3,23
淮北,2020-01-09,2,0,阴,阴,东北风,3-4,21,84,0.0,3,24
淮北,2020-01-10,3,1,小雪,小雨,东北风,1-2,10,95,1.0,1,23
铜陵,2020-01-04,10,6,小雨,多云,东北风,1-2,11,94,1.0,1,25
铜陵,2020-01-05,13,8,小雨,多云,东风,3-4,19,92,0.0,1,25
铜陵,2020-01-06,15,9,多云,多云,西南风,3-4,23,96,0.0,3,25
铜陵,2020-01-07,12,1,小雨,阴,西北风,3-4,23,86,1.8,1,24
铜陵,2020-01-08,6,1,多云,多云,东北风,3-4,18,82,0.0,1,25
铜陵,2020-01-09,6,4,小雨,小雨,东北风,3-4,15,79,0.0,2,25
铜陵,2020-01-10,7,5,中雨,中雨,北风,1-2,4,93,5.1,1,12
宣城,2020-01-04,10,6,小雨,多云,东北风,1-2,9,91,1.1,1,24
宣城,2020-01-05,13,8,多云,多云,东南风,1-2,1,93,0.0,2,25
宣城,2020-01-06,18,8,多云,多云,南风,1-2,2,93,0.0,4,25
宣城,2020-01-07,23,3,小雨,阴,西风,3-4,20,83,1.0,2,24
宣城,2020-01-08,7,1,多云,多云,西北风,1-2,9,83,0.0,1,25
宣城,2020-01-09,7,4,小雨,小雨,东风,3-4,22,74,0.0,3,25
宣城,2020-01-10,8,7,小雨,大雨,东北风,1-2,8,90,5.1,1,18
六安,2020-01-04,9,5,多云,小雨,东风,1-2,10,92,1.5,1,23
六安,2020-01-05,10,6,小雨,小雨,东南风,3-4,15,99,0.0,1,2
六安,2020-01-06,9,6,小雨,小雨,西南风,1-2,3,96,0.0,1,17
六安,2020-01-07,7,0,小雨,阴,西北风,3-4,22,87,0.0,1,24
六安,2020-01-08,5,0,多云,阴,东北风,3-4,20,78,0.0,1,25
六安,2020-01-09,5,3,小雨,中雨,东风,3-4,19,87,0.0,2,24
六安,2020-01-10,5,3,小雨,中雨,东北风,1-2,3,96,5.1,1,22
池州,2020-01-04,9,6,小雨,多云,东北风,1-2,2,94,1.5,1,25
池州,2020-01-05,12,6,阴,多云,东南风,1-2,5,92,0.0,2,25
池州,2020-01-06,16,8,多云,多云,西南风,3-4,16,95,0.0,4,24
池州,2020-01-07,16,0,小雨,阴,西北风,3-4,24,85,1.1,2,24
池州,2020-01-08,6,2,多云,多云,东北风,3-4,20,83,0.0,1,25
池州,2020-01-09,6,4,小雨,小雨,东北风,1-2,6,84,0.0,3,25
池州,2020-01-10,7,4,小雨,大雨,北风,1-2,1,93,6.3,1,10
福州,2020-01-04,21,15,阴,阴,无持续风向,1-2,9,92,0.0,2,22
福州,2020-01-05,19,15,阴,阴,无持续风向,1-2,6,89,0.0,1,25
福州,2020-01-06,25,15,多云,阴,无持续风向,1-2,5,95,0.0,3,25
福州,2020-01-07,25,13,多云,多云,无持续风向,1-2,2,90,0.0,4,23
福州,2020-01-08,22,11,多云,多云,东南风,3-4,17,80,0.0,4,24
福州,2020-01-09,17,11,多云,多云,无持续风向,1-2,9,87,0.0,4,25
福州,2020-01-10,21,12,多云,多云,无持续风向,1-2,11,89,0.0,4,25
厦门,2020-01-04,22,15,多云,阴,东北风,3-4,23,82,0.0,0,25
厦门,2020-01-05,21,15,多云,多云,东风,3-4,15,85,0.0,3,25
厦门,2020-01-06,23,16,多云,阴,无持续风向,1-2,6,93,0.0,2,25
厦门,2020-01-07,23,16,阴,多云,西南风,3-4,23,80,1.0,2,25
厦门,2020-01-08,23,12,晴,多云,东北风,4-5,28,77,0.0,4,25
厦门,2020-01-09,19,12,晴,晴,东风,4-5,26,71,0.0,4,25
厦门,2020-01-10,21,13,晴,多云,东风,3-4,19,82,0.0,4,25
宁德,2020-01-04,20,15,阴,小雨,无持续风向,1-2,4,95,0.0,2,24
宁德,2020-01-05,18,15,小雨,小雨,无持续风向,1-2,9,94,0.0,1,21
宁德,2020-01-06,23,16,多云,阴,无持续风向,1-2,11,94,0.0,2,24
宁德,2020-01-07,23,13,多云,多云,无持续风向,1-2,3,93,0.0,4,21
宁德,2020-01-08,20,9,多云,多云,无持续风向,1-2,9,84,0.0,4,24
宁德,2020-01-09,16,10,多云,多云,无持续风向,1-2,10,86,0.0,4,25
宁德,2020-01-10,20,11,多云,多云,无持续风向,1-2,2,88,0.0,4,25
莆田,2020-01-04,21,16,多云,阴,无持续风向,1-2,5,88,0.0,0,24
莆田,2020-01-05,19,17,阴,阴,无持续风向,1-2,3,88,0.0,1,25
莆田,2020-01-06,23,17,多云,阴,无持续风向,1-2,9,90,0.0,1,25
莆田,2020-01-07,23,15,多云,多云,西南风,3-4,18,79,0.0,4,25
莆田,2020-01-08,22,13,晴,多云,东风,3-4,17,77,0.0,4,25
莆田,2020-01-09,17,13,多云,多云,东北风,3-4,24,79,0.0,4,25
莆田,2020-01-10,21,14,多云,多云,无持续风向,1-2,6,83,0.0,4,25
泉州,2020-01-04,23,16,多云,多云,东北风,3-4,24,87,0.0,4,25
泉州,2020-01-05,21,15,阴,多云,东北风,3-4,18,85,0.0,0,25
泉州,2020-01-06,24,16,多云,阴,无持续风向,1-2,6,93,0.0,1,25
泉州,2020-01-07,24,15,阴,多云,西南风,4-5,32,81,0.0,2,25
泉州,2020-01-08,23,12,晴,多云,东风,4-5,26,76,0.0,4,25
泉州,2020-01-09,18,11,多云,晴,东北风,4-5,25,76,0.0,4,25
泉州,2020-01-10,21,12,晴,多云,东风,3-4,15,84,0.0,4,25
漳州,2020-01-04,24,16,多云,阴,无持续风向,1-2,8,92,0.0,0,25
漳州,2020-01-05,21,15,多云,多云,无持续风向,1-2,11,93,0.0,4,25
漳州,2020-01-06,24,16,阴,多云,无持续风向,1-2,5,94,0.0,1,25
漳州,2020-01-07,23,16,多云,多云,无持续风向,1-2,10,85,1.0,4,25
漳州,2020-01-08,24,12,晴,晴,东南风,3-4,12,76,0.0,4,25
漳州,2020-01-09,20,12,晴,晴,无持续风向,1-2,7,80,0.0,4,25
漳州,2020-01-10,22,13,晴,多云,无持续风向,1-2,4,91,0.0,4,25
龙岩,2020-01-04,24,14,阴,阴,无持续风向,1-2,5,97,0.0,2,21
龙岩,2020-01-05,24,13,多云,晴,无持续风向,1-2,8,97,0.0,3,24
龙岩,2020-01-06,25,15,小雨,多云,无持续风向,1-2,6,93,0.0,0,25
龙岩,2020-01-07,25,12,多云,晴,无持续风向,1-2,3,96,1.0,5,24
龙岩,2020-01-08,23,9,晴,晴,无持续风向,1-2,5,92,0.0,4,24
龙岩,2020-01-09,23,9,晴,晴,无持续风向,1-2,8,93,0.0,4,22
龙岩,2020-01-10,24,11,晴,晴,无持续风向,1-2,6,89,0.0,4,24
三明,2020-01-04,23,13,阴,多云,无持续风向,1-2,1,95,0.0,1,25
三明,2020-01-05,23,13,多云,晴,无持续风向,1-2,3,95,0.0,4,25
三明,2020-01-06,26,14,晴,晴,无持续风向,1-2,8,92,0.0,8,25
三明,2020-01-07,26,9,多云,多云,西南风,3-4,21,97,0.0,4,24
三明,2020-01-08,19,7,晴,晴,无持续风向,1-2,5,93,0.0,4,24
三明,2020-01-09,21,8,晴,晴,无持续风向,1-2,7,91,0.0,4,25
三明,2020-01-10,24,10,晴,晴,无持续风向,1-2,6,87,0.0,4,25
南平,2020-01-04,22,13,阴,阴,无持续风向,1-2,5,96,0.0,1,25
南平,2020-01-05,22,14,阴,晴,无持续风向,1-2,8,96,0.0,2,25
南平,2020-01-06,26,14,晴,晴,无持续风向,1-2,6,97,0.0,9,25
南平,2020-01-07,26,9,多云,多云,西南风,3-4,20,91,0.0,4,24
南平,2020-01-08,20,8,晴,晴,无持续风向,1-2,4,87,0.0,4,25
南平,2020-01-09,20,8,晴,晴,无持续风向,1-2,11,89,0.0,4,25
南平,2020-01-10,23,10,晴,晴,无持续风向,1-2,5,89,0.0,4,25
钓鱼岛,2020-01-04,23,21,多云,多云,东北风,4-5,28,71,0.0,3,24
钓鱼岛,2020-01-05,23,21,多云,阴,东南风,4-5,28,75,1.1,0,24
钓鱼岛,2020-01-06,25,23,阴,阴,东南风,5-6,42,79,0.0,1,25
钓鱼岛,2020-01-07,25,23,阴,小雨,南风,5-6,43,86,0.0,2,24
钓鱼岛,2020-01-08,23,17,阴,阴,北风,6-7,47,78,1.2,4,25
钓鱼岛,2020-01-09,21,17,阴,阴,东北风,4-5,26,65,0.0,1,25
钓鱼岛,2020-01-10,23,19,阴,阴,东北风,4-5,31,74,0.0,3,25
南昌,2020-01-04,13,9,阴,阴,东北风,3-4,15,90,0.0,0,25
南昌,2020-01-05,18,12,阴,多云,东北风,1-2,8,93,0.0,1,25
南昌,2020-01-06,24,13,多云,多云,南风,1-2,7,87,0.0,4,25
南昌,2020-01-07,20,4,小雨,多云,西南风,4-5,27,80,0.0,1,24
南昌,2020-01-08,11,5,多云,小雨,东北风,3-4,15,77,1.0,3,25
南昌,2020-01-09,11,6,多云,多云,东北风,3-4,24,84,0.0,1,25
南昌,2020-01-10,7,5,小雨,大雨,无持续风向,1-2,1,84,1.0,4,20
九江,2020-01-04,11,5,阴,阴,北风,1-2,1,92,0.0,1,25
九江,2020-01-05,16,9,多云,多云,北风,1-2,6,94,0.0,4,25
九江,2020-01-06,21,9,多云,阴,北风,3-4,12,91,0.0,1,21
九江,2020-01-07,18,2,小雨,多云,北风,3-4,17,80,2.4,2,24
九江,2020-01-08,7,0,多云,小雨,北风,3-4,12,73,0.0,1,25
九江,2020-01-09,4,4,小雨,小雨,东北风,4-5,25,85,0.0,2,24
九江,2020-01-10,7,5,小雨,中雨,无持续风向,1-2,9,91,5.1,1,12
上饶,2020-01-04,13,9,阴,多云,东北风,1-2,10,93,0.0,2,23
上饶,2020-01-05,20,11,多云,多云,东风,1-2,11,92,0.0,3,24
上饶,2020-01-06,24,12,多云,多云,南风,1-2,2,91,0.0,4,25
上饶,2020-01-07,25,6,小雨,多云,西风,3-4,18,88,0.0,2,24
上饶,2020-01-08,13,4,晴,多云,西南风,1-2,1,78,0.0,2,24
上饶,2020-01-09,13,6,多云,多云,东北风,3-4,22,79,0.0,2,25
上饶,2020-01-10,11,7,小雨,中雨,无持续风向,1-2,3,86,0.0,4,25
抚州,2020-01-04,12,8,阴,多云,东北风,1-2,2,91,0.0,1,24
抚州,2020-01-05,22,11,多云,多云,南风,1-2,10,87,0.0,4,25
抚州,2020-01-06,26,16,晴,晴,西南风,1-2,5,84,0.0,7,25
抚州,2020-01-07,24,5,小雨,多云,西南风,4-5,25,83,0.0,1,24
抚州,2020-01-08,13,3,晴,多云,北风,3-4,19,81,0.0,1,25
抚州,2020-01-09,15,6,多云,多云,北风,1-2,2,85,0.0,2,25
抚州,2020-01-10,7,3,小雨,中雨,无持续风向,1-2,11,87,0.0,4,25
宜春,2020-01-04,12,6,阴,阴,北风,1-2,6,94,0.0,2,22
宜春,2020-01-05,20,9,多云,多云,东风,1-2,10,95,0.0,4,23
宜春,2020-01-06,24,12,多云,多云,南风,1-2,8,88,0.0,4,24
宜春,2020-01-07,18,3,小雨,晴,西风,4-5,25,93,1.0,2,24
宜春,2020-01-08,12,3,晴,多云,东风,3-4,23,85,0.0,4,25
宜春,2020-01-09,11,4,多云,多云,东北风,1-2,8,89,0.0,2,25
宜春,2020-01-10,7,4,小雨,中雨,无持续风向,1-2,4,88,0.0,4,18
吉安,2020-01-04,17,10,多云,多云,北风,3-4,24,89,0.0,4,25
吉安,2020-01-05,24,11,多云,多云,南风,1-2,10,88,0.0,3,25
吉安,2020-01-06,27,15,多云,多云,南风,4-5,31,82,0.0,4,25
吉安,2020-01-07,24,7,阴,阴,西风,4-5,30,80,0.0,2,25
吉安,2020-01-08,15,6,多云,多云,北风,3-4,13,80,0.0,4,25
吉安,2020-01-09,15,7,阴,阴,北风,3-4,23,85,0.0,4,25
吉安,2020-01-10,9,6,小雨,中雨,无持续风向,1-2,9,80,0.0,4,25
赣州,2020-01-04,23,13,多云,多云,东北风,1-2,2,93,0.0,4,25
赣州,2020-01-05,25,14,多云,多云,南风,1-2,1,87,0.0,4,25
赣州,2020-01-06,26,16,多云,多云,南风,1-2,3,84,0.0,4,25
赣州,2020-01-07,27,10,阴,阴,西南风,4-5,31,81,0.0,2,25
赣州,2020-01-08,18,7,多云,多云,北风,3-4,20,80,0.0,4,25
赣州,2020-01-09,20,8,多云,多云,北风,1-2,1,78,0.0,4,25
赣州,2020-01-10,14,9,小雨,小雨,无持续风向,1-2,1,76,0.0,4,25
景德镇,2020-01-04,12,9,小雨,多云,北风,1-2,2,96,0.0,2,25
景德镇,2020-01-05,19,11,多云,多云,东风,1-2,8,94,0.0,3,25
景德镇,2020-01-06,23,13,多云,多云,南风,1-2,5,92,0.0,4,25
景德镇,2020-01-07,22,5,阵雨,多云,西南风,3-4,18,88,0.0,0,24
景德镇,2020-01-08,16,4,多云,多云,北风,3-4,22,86,0.0,3,25
景德镇,2020-01-09,11,6,小雨,小雨,北风,1-2,5,78,0.0,2,25
景德镇,2020-01-10,10,6,小雨,中雨,无持续风向,1-2,2,86,0.0,1,23
萍乡,2020-01-04,12,6,阴,多云,东风,1-2,1,97,0.0,0,23
萍乡,2020-01-05,23,9,多云,多云,东北风,1-2,2,93,0.0,3,18
萍乡,2020-01-06,26,11,多云,小雨,西南风,1-2,4,84,0.0,2,24
萍乡,2020-01-07,19,2,小雨,多云,西北风,4-5,29,93,1.8,2,23
萍乡,2020-01-08,15,4,多云,多云,东风,3-4,16,86,0.0,4,24
萍乡,2020-01-09,13,5,多云,多云,东风,1-2,11,88,0.0,1,25
萍乡,2020-01-10,7,5,小雨,中雨,无持续风向,1-2,1,91,0.0,1,12
新余,2020-01-04,12,7,阴,阴,东北风,1-2,7,91,0.0,2,25
新余,2020-01-05,18,10,阴,多云,东风,1-2,2,95,0.0,2,25
新余,2020-01-06,23,13,多云,多云,南风,1-2,11,85,0.0,4,25
新余,2020-01-07,20,5,小雨,多云,西北风,4-5,28,82,0.0,0,25
新余,2020-01-08,10,3,多云,多云,东北风,3-4,24,81,0.0,3,25
新余,2020-01-09,8,4,多云,多云,东北风,3-4,17,85,0.0,4,25
新余,2020-01-10,9,3,小雨,中雨,无持续风向,1-2,9,84,1.0,4,22
鹰潭,2020-01-04,11,8,阴,多云,北风,1-2,2,94,0.0,0,24
鹰潭,2020-01-05,20,11,多云,多云,东南风,1-2,6,90,0.0,4,25
鹰潭,2020-01-06,24,12,多云,多云,南风,1-2,8,84,0.0,4,25
鹰潭,2020-01-07,23,6,小雨,阴,西南风,4-5,30,88,1.0,1,24
鹰潭,2020-01-08,12,4,多云,多云,北风,1-2,8,77,0.0,1,25
鹰潭,2020-01-09,14,6,多云,多云,东北风,1-2,6,79,0.0,2,25
鹰潭,2020-01-10,8,6,小雨,中雨,无持续风向,1-2,4,87,0.0,4,25
长沙,2020-01-04,9,6,阴,多云,北风,1-2,6,88,0.0,0,24
长沙,2020-01-05,19,8,多云,多云,南风,1-2,1,93,0.0,3,25
长沙,2020-01-06,16,6,多云,小雨,南风,1-2,2,91,0.0,0,18
长沙,2020-01-07,10,2,小雨,阴,西北风,3-4,19,86,0.0,1,24
长沙,2020-01-08,10,2,多云,阴,北风,1-2,6,84,0.0,4,25
长沙,2020-01-09,6,4,小雨,小雨,北风,1-2,7,86,1.0,1,25
长沙,2020-01-10,7,4,小雨,中雨,北风,1-2,4,90,3.4,1,13
湘潭,2020-01-04,10,5,多云,多云,北风,1-2,11,92,0.0,1,24
湘潭,2020-01-05,18,7,多云,多云,南风,1-2,8,94,0.0,4,25
湘潭,2020-01-06,19,6,多云,小雨,南风,1-2,11,90,0.0,0,17
湘潭,2020-01-07,11,2,小雨,多云,北风,3-4,17,87,4.1,1,24
湘潭,2020-01-08,11,2,多云,小雨,北风,1-2,10,88,0.0,4,25
湘潭,2020-01-09,7,4,小雨,小雨,北风,1-2,9,89,0.0,1,24
湘潭,2020-01-10,6,3,小雨,中雨,北风,1-2,1,90,1.9,1,14
株洲,2020-01-04,10,6,多云,多云,西北风,1-2,1,94,0.0,2,24
株洲,2020-01-05,20,8,多云,多云,南风,1-2,6,93,0.0,3,25
株洲,2020-01-06,25,9,多云,小雨,南风,3-4,18,90,0.0,1,21
株洲,2020-01-07,10,2,多云,晴,西北风,1-2,6,89,0.0,3,24
株洲,2020-01-08,13,4,晴,晴,西北风,1-2,1,89,0.0,4,25
株洲,2020-01-09,12,6,多云,多云,北风,1-2,2,89,1.0,1,25
株洲,2020-01-10,8,4,多云,中雨,西北风,1-2,10,91,0.0,1,13
衡阳,2020-01-04,10,6,阴,多云,北风,1-2,5,92,0.0,1,25
衡阳,2020-01-05,19,7,多云,多云,南风,1-2,3,86,0.0,3,25
衡阳,2020-01-06,23,15,多云,小雨,南风,3-4,15,84,0.0,0,25
衡阳,2020-01-07,16,4,小雨,多云,北风,1-2,8,82,1.2,0,25
衡阳,2020-01-08,11,4,多云,多云,北风,1-2,11,91,1.0,4,25
衡阳,2020-01-09,10,6,多云,阴,北风,1-2,11,86,0.0,2,25
衡阳,2020-01-10,9,4,多云,多云,北风,1-2,1,86,0.0,1,16
郴州,2020-01-04,15,6,多云,多云,北风,1-2,5,94,0.0,4,25
郴州,2020-01-05,23,10,多云,多云,南风,3-4,20,86,0.0,4,25
郴州,2020-01-06,25,15,多云,多云,南风,3-4,15,88,0.0,4,25
郴州,2020-01-07,12,4,小雨,小雨,北风,1-2,6,87,1.0,1,19
郴州,2020-01-08,16,6,多云,多云,北风,1-2,4,92,1.0,4,22
郴州,2020-01-09,15,5,多云,多云,北风,1-2,6,81,0.0,4,25
郴州,2020-01-10,7,4,小雨,中雨,北风,1-2,6,80,0.0,2,25
常德,2020-01-04,8,5,阵雨,阵雨,南风,1-2,9,82,1.0,1,25
常德,2020-01-05,10,6,阵雨,阵雨,南风,1-2,1,88,1.0,1,25
常德,2020-01-06,7,5,小雨,中雨,北风,3-4,17,89,0.0,2,22
常德,2020-01-07,10,2,多云,多云,北风,1-2,1,90,0.0,1,24
常德,2020-01-08,8,2,阵雨,阵雨,北风,1-2,7,90,0.0,4,23
常德,2020-01-09,5,3,阵雨,阵雨,北风,1-2,10,93,3.5,1,24
常德,2020-01-10,4,2,阵雨,阵雨,北风,1-2,5,92,5.1,1,17
益阳,2020-01-04,9,5,多云,多云,北风,1-2,9,90,0.0,1,25
益阳,2020-01-05,17,8,多云,多云,北风,1-2,4,95,0.0,3,25
益阳,2020-01-06,11,6,小雨,小雨,北风,1-2,9,93,0.0,0,21
益阳,2020-01-07,11,3,多云,多云,北风,1-2,3,88,1.0,0,24
益阳,2020-01-08,8,3,小雨,小雨,北风,1-2,7,90,1.0,2,24
益阳,2020-01-09,5,3,小雨,小雨,北风,1-2,7,94,1.3,1,24
益阳,2020-01-10,5,3,小雨,中雨,北风,1-2,3,94,5.1,1,14
娄底,2020-01-04,9,5,阵雨,阴,北风,1-2,4,89,0.0,1,25
娄底,2020-01-05,19,6,多云,多云,北风,1-2,7,95,0.0,4,25
娄底,2020-01-06,22,7,多云,中雨,北风,1-2,7,94,0.0,1,14
娄底,2020-01-07,15,2,多云,多云,北风,1-2,10,85,5.1,3,24
娄底,2020-01-08,11,2,多云,小雨,北风,1-2,5,84,0.0,4,25
娄底,2020-01-09,6,4,小雨,小雨,北风,1-2,5,90,0.0,2,25
娄底,2020-01-10,6,3,小雨,中雨,北风,1-2,9,92,1.7,1,15
邵阳,2020-01-04,10,5,多云,多云,东风,1-2,6,89,0.0,1,25
邵阳,2020-01-05,19,7,多云,多云,南风,1-2,8,92,0.0,4,25
邵阳,2020-01-06,23,10,多云,小雨,南风,1-2,10,91,0.0,0,21
邵阳,2020-01-07,17,3,多云,多云,东风,1-2,10,76,5.1,4,24
邵阳,2020-01-08,11,3,阴,阵雨,东北风,1-2,9,83,0.0,4,25
邵阳,2020-01-09,8,5,小雨,小雨,东北风,1-2,3,87,1.0,1,25
邵阳,2020-01-10,7,4,小雨,中雨,东北风,1-2,6,90,1.1,1,13
岳阳,2020-01-04,9,4,多云,多云,北风,1-2,3,88,0.0,1,25
岳阳,2020-01-05,14,7,多云,多云,北风,1-2,7,94,0.0,2,25
岳阳,2020-01-06,13,8,小雨,中雨,南风,3-4,22,92,0.0,2,18
岳阳,2020-01-07,8,5,多云,多云,北风,3-4,18,87,1.0,2,25
岳阳,2020-01-08,8,2,多云,小雨,北风,1-2,10,85,0.0,4,24
岳阳,2020-01-09,6,3,小雨,小雨,北风,1-2,3,90,3.9,1,24
岳阳,2020-01-10,6,3,小雨,中雨,北风,1-2,6,93,5.1,1,17
张家界,2020-01-04,9,5,小雨,小雨,东北风,1-2,7,93,5.0,1,20
张家界,2020-01-05,10,6,小雨,小雨,东北风,1-2,1,98,0.0,1,23
张家界,2020-01-06,10,6,中雨,中雨,东北风,1-2,3,98,0.0,1,6
张家界,2020-01-07,13,3,多云,多云,东北风,1-2,2,94,0.0,1,24
张家界,2020-01-08,5,3,小雨,中雨,东北风,1-2,4,95,0.0,1,14
张家界,2020-01-09,5,3,小雨,小雨,东北风,1-2,7,98,4.6,1,2
张家界,2020-01-10,5,3,小雨,中雨,东北风,1-2,1,97,5.1,1,2
怀化,2020-01-04,8,5,小雨,阴,东北风,1-2,9,94,1.0,1,25
怀化,2020-01-05,20,7,多云,阴,南风,1-2,10,95,0.0,2,24
怀化,2020-01-06,23,8,多云,中雨,南风,3-4,23,95,0.0,0,23
怀化,2020-01-07,17,4,阴,阴,东北风,1-2,10,84,0.0,2,24
怀化,2020-01-08,10,4,阴,小雨,东北风,1-2,7,90,0.0,4,24
怀化,2020-01-09,6,4,小雨,小雨,东北风,1-2,1,94,3.0,1,24
怀化,2020-01-10,6,3,小雨,中雨,东北风,1-2,2,98,5.1,1,4
永州,2020-01-04,12,7,阴,多云,北风,1-2,5,91,0.0,2,24
永州,2020-01-05,20,9,多云,多云,南风,1-2,1,88,0.0,3,25
永州,2020-01-06,24,16,多云,小雨,南风,3-4,14,88,0.0,2,25
永州,2020-01-07,18,4,小雨,阴,北风,3-4,23,76,0.0,2,24
永州,2020-01-08,11,4,多云,多云,北风,1-2,11,82,0.0,4,24
永州,2020-01-09,11,6,多云,小雨,北风,1-2,9,84,0.0,1,25
永州,2020-01-10,10,5,小雨,中雨,北风,1-2,5,84,1.0,1,19
湘西,2020-01-04,8,6,小雨,小雨,东北风,1-2,2,92,2.6,1,22
湘西,2020-01-05,12,8,阴,阴,东北风,1-2,10,96,0.0,1,23
湘西,2020-01-06,14,6,小雨,中雨,东北风,1-2,1,98,0.0,1,21
湘西,2020-01-07,18,3,多云,多云,东北风,1-2,9,81,1.0,4,24
湘西,2020-01-08,6,4,小雨,中雨,东北风,1-2,6,93,0.0,4,16
湘西,2020-01-09,6,3,小雨,小雨,东北风,1-2,5,97,1.6,1,8
湘西,2020-01-10,6,3,小雨,小雨,东北风,1-2,4,95,5.1,1,10
贵阳,2020-01-04,14,6,小雨,小雨,南风,1-2,4,91,1.1,2,24
贵阳,2020-01-05,17,12,阴,小雨,南风,4-5,32,90,0.0,2,24
贵阳,2020-01-06,18,6,多云,阵雨,南风,3-4,16,82,0.0,2,24
贵阳,2020-01-07,17,8,晴,多云,北风,1-2,5,89,0.0,5,24
贵阳,2020-01-08,14,10,小雨,小雨,东南风,1-2,3,88,0.0,2,24
贵阳,2020-01-09,17,6,阴,小雨,南风,1-2,8,87,0.8,2,25
贵阳,2020-01-10,13,6,小雨,小雨,无持续风向,1-2,1,80,5.1,2,23
遵义,2020-01-04,10,7,阴,小雨,东北风,1-2,3,96,1.5,2,24
遵义,2020-01-05,20,10,阴,小雨,东南风,1-2,5,91,1.0,2,24
遵义,2020-01-06,18,12,小雨,小雨,东风,1-2,6,91,1.0,2,24
遵义,2020-01-07,16,8,阴,小雨,东风,1-2,1,92,0.0,0,20
遵义,2020-01-08,13,7,小雨,小雨,东风,1-2,6,96,0.0,1,17
遵义,2020-01-09,11,7,小雨,小雨,东风,1-2,10,94,2.4,2,24
遵义,2020-01-10,5,2,小雨,小雨,无持续风向,1-2,1,85,3.7,1,24
安顺,2020-01-04,33,23,Shower Rain,Cloudy,N,1-2,4,89,3.6,8,24
安顺,2020-01-05,33,22,Thundershower,Partly Cloudy,NW,1-2,4,85,1.7,8,24
安顺,2020-01-06,33,23,Shower Rain,Cloudy,N,1-2,4,88,23.3,5,24
安顺,2020-01-07,33,23,Thundershower,Cloudy,S,1-2,5,91,9.7,5,24
安顺,2020-01-08,33,23,Thundershower,Thundershower,N,1-2,4,90,21.1,8,24
安顺,2020-01-09,33,22,Partly Cloudy,Cloudy,S,1-2,5,91,3.8,7,24
安顺,2020-01-10,33,23,Thundershower,Cloudy,NW,1-2,3,92,9.3,4,22
黔南,2020-01-04,15,5,小雨,小雨,无持续风向,1-2,8,98,2.0,2,9
黔南,2020-01-05,20,13,多云,阴,无持续风向,1-2,4,94,0.0,2,24
黔南,2020-01-06,19,9,多云,小雨,无持续风向,1-2,10,96,0.0,2,20
黔南,2020-01-07,19,7,多云,阴,无持续风向,1-2,2,95,0.0,1,14
黔南,2020-01-08,11,7,小雨,小雨,无持续风向,1-2,9,98,0.0,4,7
黔南,2020-01-09,9,6,小雨,小雨,无持续风向,1-2,6,92,3.6,2,24
黔南,2020-01-10,11,7,小雨,小雨,无持续风向,1-2,6,92,5.1,2,22
黔东南,2020-01-04,14,5,阴,阴,北风,1-2,9,97,1.0,1,14
黔东南,2020-01-05,21,13,多云,多云,北风,1-2,7,94,0.0,4,22
黔东南,2020-01-06,21,16,多云,小雨,北风,1-2,8,88,0.0,1,20
黔东南,2020-01-07,20,6,多云,多云,北风,1-2,4,93,0.0,4,22
黔东南,2020-01-08,11,5,小雨,小雨,北风,1-2,5,95,0.0,4,14
黔东南,2020-01-09,10,5,小雨,小雨,北风,1-2,4,91,2.1,1,22
黔东南,2020-01-10,6,4,小雨,小雨,无持续风向,1-2,10,89,5.1,1,18
铜仁,2020-01-04,9,5,小雨,多云,无持续风向,1-2,7,95,2.8,1,23
铜仁,2020-01-05,17,7,多云,多云,无持续风向,1-2,2,97,0.0,4,20
铜仁,2020-01-06,22,9,多云,中雨,无持续风向,1-2,3,95,0.0,1,24
铜仁,2020-01-07,18,5,多云,多云,无持续风向,1-2,11,87,1.0,4,25
铜仁,2020-01-08,13,3,阴,小雨,无持续风向,1-2,8,94,0.0,4,23
铜仁,2020-01-09,8,4,小雨,小雨,无持续风向,1-2,4,97,3.4,1,3
铜仁,2020-01-10,5,3,小雨,小雨,无持续风向,1-2,7,98,5.1,1,7
毕节,2020-01-04,13,5,小雨,阴,无持续风向,1-2,4,95,0.0,2,23
毕节,2020-01-05,20,10,多云,多云,无持续风向,1-2,2,95,0.0,4,21
毕节,2020-01-06,18,2,小雨,小雨,无持续风向,1-2,7,88,0.0,1,24
